"/BIC/ZC_VYKAZ Výkaz";"/BIC/ZC_VTAB Tabulka výkazu";"/BIC/ZC_POLVYK Položka výkazu";"/BIC/ZC_SYNUC Syntetický účet";"/BIC/ZC_CISPOL Číslo položky";"DATEFROM Platí od";"DATETO Platí do";"TXTXL Dlouhý text"
"057";"000100";"13";"516";"013";"20130101";"99991231";"Aktivace vnitroorganizačních služeb"
"057";"000100";"13";"";"013";"20120101";"20121231";" Aktivace vnitroorganizačních služeb (číslo účtu 516)"
"057";"000100";"13";"";"013";"10000101";"20111231";" ostatní osobní náklady"
"057";"000100";"14";"518";"014";"20130101";"99991231";"Ostatní služby"
"057";"000100";"14";"";"014";"20120101";"20121231";" Ostatní služby (číslo účtu 518)"
"057";"000100";"14";"";"014";"10000101";"20111231";" Zákonné sociální pojištění (číslo účtu 524)"
"057";"000100";"15";"521";"015";"20130101";"99991231";"Mzdové náklady"
"057";"000100";"15";"";"015";"20120101";"20121231";" Mzdové náklady (číslo účtu 521)"
"057";"000100";"15";"";"015";"10000101";"20111231";" Jiné sociální pojištění (číslo účtu 525)"
"057";"000100";"16";"524";"016";"20130101";"99991231";"Zákonné sociální pojištění"
"057";"000100";"16";"";"016";"20120101";"20121231";" v tom: platy zaměstnanců"
"057";"000100";"16";"";"016";"10000101";"20111231";" Zákonné sociální náklady (číslo účtu 527)"
"057";"000100";"17";"525";"017";"20130101";"99991231";"Jiné sociální pojištění"
"057";"000100";"17";"";"017";"20120101";"20121231";" ostatní osobní náklady"
"057";"000100";"17";"";"017";"10000101";"20111231";" Jiné sociální náklady (číslo účtu 528)"
"057";"000100";"18";"";"018";"20120101";"20121231";" Zákonné sociální pojištění (číslo účtu 524)"
"057";"000100";"18";"527";"018";"20130101";"99991231";"Zákonné sociální náklady"
"057";"000100";"18";"";"018";"10000101";"20111231";" Daň silniční (číslo účtu 531)"
"057";"000100";"19";"";"019";"10000101";"20111231";" Daň z nemovitostí (číslo účtu 532)"
"057";"000100";"19";"";"019";"20120101";"20121231";" Jiné sociální pojištění (číslo účtu 525)"
"057";"000100";"19";"528";"019";"20130101";"99991231";"Jiné sociální náklady"
"057";"000100";"2";"";"002";"20130101";"99991231";"Náklady z činnosti (součet položek 3 až 37)"
"057";"000100";"2";"";"002";"10000101";"20111231";"v tom: Náklady z činnosti"
"057";"000100";"2";"";"002";"20120101";"20121231";" v tom: Náklady z činnosti"
"057";"000100";"20";"";"020";"20120101";"20121231";" Zákonné sociální náklady (číslo účtu 527)"
"057";"000100";"20";"";"020";"10000101";"20111231";" Jiné daně a poplatky (číslo účtu 538)"
"057";"000100";"20";"531";"020";"20130101";"99991231";"Daň silniční"
"057";"000100";"21";"";"021";"10000101";"20111231";" Smluvní pokuty a úroky z prodlení (číslo účtu 541)"
"057";"000100";"21";"";"021";"20120101";"20121231";" Jiné sociální náklady (číslo účtu 528)"
"057";"000100";"21";"532";"021";"20130101";"99991231";"Daň z nemovitostí"
"057";"000100";"22";"";"022";"20120101";"20121231";" Daň silniční (číslo účtu 531)"
"057";"000100";"22";"538";"022";"20130101";"99991231";"Jiné daně a poplatky"
"057";"000100";"22";"";"022";"10000101";"20111231";" Jiné pokuty a penále (číslo účtu 542)"
"057";"000100";"23";"";"023";"10000101";"20111231";" Dary (číslo účtu 543)"
"057";"000100";"23";"";"023";"20120101";"20121231";" Daň z nemovitostí (číslo účtu 532)"
"057";"000100";"23";"541";"023";"20130101";"99991231";"Smluvní pokuty a úroky z prodlení"
"057";"000100";"24";"";"024";"10000101";"20111231";" Prodaný materiál (číslo účtu 544)"
"057";"000100";"24";"";"024";"20120101";"20121231";" Jiné daně a poplatky (číslo účtu 538)"
"057";"000100";"24";"542";"024";"20130101";"99991231";"Jiné pokuty a penále"
"057";"000100";"25";"";"025";"20120101";"20121231";" Smluvní pokuty a úroky z prodlení (číslo účtu 541)"
"057";"000100";"25";"543";"025";"20130101";"20131231";"Dary"
"057";"000100";"25";"543";"025";"20140101";"99991231";"Dary a jiná bezúplatná předání"
"057";"000100";"25";"";"025";"10000101";"20111231";" Manka a škody (číslo účtu 547)"
"057";"000100";"26";"544";"026";"20130101";"99991231";"Prodaný materiál"
"057";"000100";"26";"";"026";"20120101";"20121231";" Jiné pokuty a penále (číslo účtu 542)"
"057";"000100";"26";"";"026";"10000101";"20111231";" Tvorba fondu (číslo účtu 548)"
"057";"000100";"27";"";"027";"10000101";"20111231";" Odpisy dlouhodobého majetku (číslo účtu 551)"
"057";"000100";"27";"";"027";"20120101";"20121231";" Dary (číslo účtu 543)"
"057";"000100";"27";"547";"027";"20130101";"99991231";"Manka a škody"
"057";"000100";"28";"";"028";"10000101";"20111231";" Zůstatková cena prodaného dlouhodobého nehmotného majetku (číslo účtu 552)"
"057";"000100";"28";"";"028";"20120101";"20121231";" Prodaný materiál (číslo účtu 544)"
"057";"000100";"28";"548";"028";"20130101";"99991231";"Tvorba fondů"
"057";"000100";"29";"";"029";"20120101";"20121231";" Manka a škody (číslo účtu 547)"
"057";"000100";"29";"551";"029";"20130101";"99991231";"Odpisy dlouhodobého majetku"
"057";"000100";"29";"";"029";"10000101";"20111231";" Zůstatková cena prodaného dlouhodobého hmotného majetku (číslo účtu 553)"
"057";"000100";"3";"501";"003";"20130101";"99991231";"Spotřeba materiálu"
"057";"000100";"3";"";"003";"20120101";"20121231";" v tom: Spotřeba materiálu (číslo účtu 501)"
"057";"000100";"3";"";"003";"10000101";"20111231";" v tom: Spotřeba materiálu (číslo účtu 501)"
"057";"000100";"30";"552";"030";"20130101";"99991231";"Prodaný dlouhodobý nehmotný majetek"
"057";"000100";"30";"";"030";"20120101";"20121231";" Tvorba fondu (číslo účtu 548)"
"057";"000100";"30";"";"030";"10000101";"20111231";" Prodané pozemky (číslo účtu 554)"
"057";"000100";"31";"";"031";"10000101";"20111231";" Tvorba a zúčtování rezerv (číslo účtu 555)"
"057";"000100";"31";"";"031";"20120101";"20121231";" Odpisy dlouhodobého majetku (číslo účtu 551)"
"057";"000100";"31";"553";"031";"20130101";"99991231";"Prodaný dlouhodobý hmotný majetek"
"057";"000100";"32";"";"032";"10000101";"20111231";" Tvorba a zúčtování opravných položek (číslo účtu 556)"
"057";"000100";"32";"";"032";"20120101";"20121231";" Prodaný dlouhodobý nehmotný majetek (číslo účtu 552)"
"057";"000100";"32";"554";"032";"20130101";"99991231";"Prodané pozemky"
"057";"000100";"33";"";"033";"10000101";"20111231";" Náklady z odepsaných pohledávek (číslo účtu 557)"
"057";"000100";"33";"";"033";"20120101";"20121231";" Prodaný dlouhodobý hmotný majetek (číslo účtu 553)"
"057";"000100";"33";"555";"033";"20130101";"99991231";"Tvorba a zúčtování rezerv"
"057";"000100";"34";"";"034";"10000101";"20111231";" Ostatní náklady z činnosti (číslo účtu 549)"
"057";"000100";"34";"556";"034";"20130101";"99991231";"Tvorba a zúčtování opravných položek"
"057";"000100";"34";"";"034";"20120101";"20121231";" Prodané pozemky (číslo účtu 554)"
"057";"000100";"35";"557";"035";"20130101";"99991231";"Náklady z vyřazených pohledávek"
"057";"000100";"35";"";"035";"20120101";"20121231";" Tvorba a zúčtování rezerv (číslo účtu 555)"
"057";"000100";"35";"";"035";"10000101";"20111231";" Finanční náklady"
"057";"000100";"36";"558";"036";"20130101";"99991231";"Náklady z drobného dlouhodobého majetku"
"057";"000100";"36";"";"036";"20120101";"20121231";" Tvorba a zúčtování opravných položek (číslo účtu 556)"
"057";"000100";"36";"";"036";"10000101";"20111231";" v tom: Úroky (číslo účtu 562)"
"057";"000100";"37";"";"037";"10000101";"20111231";" Kurzové ztráty (číslo účtu 563)"
"057";"000100";"37";"";"037";"20120101";"20121231";" Náklady z vyřazených pohledávek (číslo účtu 557)"
"057";"000100";"37";"549";"037";"20130101";"99991231";"Ostatní náklady z činnosti"
"057";"000100";"38";"";"038";"10000101";"20111231";" Náklady z přecenění reálnou hodnotou (číslo účtu 564)"
"057";"000100";"38";"";"038";"20120101";"20121231";" Náklady z drobného dlouhodobého majetku (číslo účtu 558)"
"057";"000100";"38";"";"038";"20130101";"99991231";"Finanční náklady (součet položek 39 až 43)"
"057";"000100";"39";"";"039";"10000101";"20111231";" Ostatní finanční náklady (číslo účtu 569)"
"057";"000100";"39";"";"039";"20120101";"20121231";" Ostatní náklady z činnosti (číslo účtu 549)"
"057";"000100";"39";"561";"039";"20130101";"99991231";"Prodané cenné papíry a podíly"
"057";"000100";"4";"";"004";"20120101";"20121231";" Spotřeba energie (číslo účtu 502)"
"057";"000100";"4";"";"004";"10000101";"20111231";" Spotřeba energie (číslo účtu 502)"
"057";"000100";"4";"502";"004";"20130101";"99991231";"Spotřeba energie"
"057";"000100";"40";"";"040";"10000101";"20111231";" Náklady na transfery"
"057";"000100";"40";"";"040";"20120101";"20121231";" Finanční náklady"
"057";"000100";"40";"562";"040";"20130101";"99991231";"Úroky"
"057";"000100";"41";"";"041";"10000101";"20111231";" v tom: Náklady ústředních rozpočtů na transfery (číslo účtu 571)"
"057";"000100";"41";"";"041";"20120101";"20121231";" v tom: Prodané cenné papíry a podíly (číslo účtu 561)"
"057";"000100";"41";"563";"041";"20130101";"99991231";"Kurzové ztráty"
"057";"000100";"42";"";"042";"20120101";"20121231";" Úroky (číslo účtu 562)"
"057";"000100";"42";"564";"042";"20130101";"99991231";"Náklady z přecenění reálnou hodnotou"
"057";"000100";"43";"";"043";"10000101";"20111231";" Náklady územních rozpočtů na transfery (číslo účtu 572)"
"057";"000100";"43";"";"043";"20120101";"20121231";" Kurzové ztráty (číslo účtu 563)"
"057";"000100";"43";"569";"043";"20130101";"99991231";"Ostatní finanční náklady"
"057";"000100";"44";"";"044";"20120101";"20121231";" Náklady z přecenění reálnou hodnotou (číslo účtu 564)"
"057";"000100";"44";"";"044";"20130101";"99991231";"Náklady na transfery (součet položek 45)"
"057";"000100";"44";"";"044";"10000101";"20111231";"Výnosy PO - účtová třída 6 celkem"
"057";"000100";"45";"";"045";"10000101";"20111231";"v tom: Výnosy z činnosti"
"057";"000100";"45";"";"045";"20120101";"20121231";" Ostatní finanční náklady (číslo účtu 569)"
"057";"000100";"45";"571";"045";"20130101";"99991231";"Náklady vybraných ústředních vládních institucí na transfery"
"057";"000100";"46";"";"046";"20160101";"99991231";"Daň z příjmů (součet položek 47 a 48)"
"057";"000100";"46";"";"046";"20120101";"20121231";" Náklady na transfery"
"057";"000100";"46";"572";"046";"20130101";"20151231";"Náklady vybraných místních vládních institucí na transfery"
"057";"000100";"46";"";"046";"10000101";"20111231";" v tom: Výnosy z prodeje vlastních výrobků (číslo účtu 601)"
"057";"000100";"47";"";"047";"20130101";"20151231";"Daň z příjmů (součet položek 48 a 49)"
"057";"000100";"47";"";"047";"20120101";"20121231";" v tom: Náklady vybraných ústředních vládních institucí na transfery (číslo účtu 571)"
"057";"000100";"47";"";"047";"10000101";"20111231";" Výnosy z prodeje služeb (číslo účtu 602)"
"057";"000100";"47";"591";"047";"20160101";"99991231";"Daň z příjmů"
"057";"000100";"48";"";"048";"20120101";"20121231";" Náklady vybraných místních vládních institucí na transfery (číslo účtu 572)"
"057";"000100";"48";"591";"048";"20130101";"20151231";"Daň z příjmů"
"057";"000100";"48";"595";"048";"20160101";"99991231";"Dodatečné odvody daně z příjmů"
"057";"000100";"48";"";"048";"10000101";"20111231";" Výnosy z pronájmu (číslo účtu 603)"
"057";"000100";"49";"";"049";"10000101";"20111231";" Výnosy z prodaného zboží (číslo účtu 604)"
"057";"000100";"49";"";"049";"20160101";"99991231";"VÝNOSY CELKEM (účtová třída 6 celkem - součet položek 50, 65 a 71)"
"057";"000100";"49";"595";"049";"20130101";"20151231";"Dodatečné odvody daně z příjmů"
"057";"000100";"49";"";"049";"20120101";"20121231";" Daň z příjmů"
"057";"000100";"5";"503";"005";"20130101";"99991231";"Spotřeba jiných neskladovatelných dodávek"
"057";"000100";"5";"";"005";"10000101";"20111231";" Spotřeba jiných neskladovatelných dodávek (číslo účtu 503)"
"057";"000100";"5";"";"005";"20120101";"20121231";" Spotřeba jiných neskladovatelných dodávek (číslo účtu 503)"
"057";"000100";"50";"";"050";"20160101";"99991231";"Výnosy z činnosti (součet položek 51 až 64)"
"057";"000100";"50";"";"050";"20130101";"20151231";"Výnosy celkem (účtová třída 6 celkem - součet položek 51, 66 a 72)"
"057";"000100";"50";"";"050";"20120101";"20121231";" v tom: Daň z příjmů (číslo účtu 591)"
"057";"000100";"50";"";"050";"10000101";"20111231";" Jiné výnosy z vlastních výkonů (číslo účtu 609)"
"057";"000100";"51";"";"051";"20130101";"20151231";"Výnosy z činnosti (součet položek 52 až 65)"
"057";"000100";"51";"";"051";"20120101";"20121231";" Dodatečné odvody daně z příjmů (číslo účtu 595)"
"057";"000100";"51";"";"051";"10000101";"20111231";" Změna stavu nedokončené výroby (číslo účtu 611)"
"057";"000100";"51";"601";"051";"20160101";"99991231";"Výnosy z prodeje vlastních výrobků"
"057";"000100";"52";"";"052";"20120101";"20121231";"Výnosy PO - účtová třída 6 celkem"
"057";"000100";"52";"";"052";"10000101";"20111231";" Změna stavu polotovarů (číslo účtu 612)"
"057";"000100";"52";"602";"052";"20160101";"99991231";"Výnosy z prodeje služeb"
"057";"000100";"52";"601";"052";"20130101";"20151231";"Výnosy z prodeje vlastních výrobků"
"057";"000100";"53";"";"053";"10000101";"20111231";" Změna stavu výrobků (číslo účtu 613)"
"057";"000100";"53";"";"053";"20120101";"20121231";" v tom: Výnosy z činnosti"
"057";"000100";"53";"602";"053";"20130101";"20151231";"Výnosy z prodeje služeb"
"057";"000100";"53";"603";"053";"20160101";"99991231";"Výnosy z pronájmu"
"057";"000100";"54";"603";"054";"20130101";"20151231";"Výnosy z pronájmu"
"057";"000100";"54";"604";"054";"20160101";"99991231";"Výnosy z prodaného zboží"
"057";"000100";"54";"";"054";"10000101";"20111231";" Změna stavu ostatních zásob (číslo účtu 614)"
"057";"000100";"54";"";"054";"20120101";"20121231";" v tom: Výnosy z prodeje vlastních výrobků (číslo účtu 601)"
"057";"000100";"55";"";"055";"20120101";"20121231";" Výnosy z prodeje služeb (číslo účtu 602)"
"057";"000100";"55";"";"055";"10000101";"20111231";" Aktivace materiálu a zboží (číslo účtu 621)"
"057";"000100";"55";"609";"055";"20160101";"99991231";"Jiné výnosy z vlastních výkonů"
"057";"000100";"55";"604";"055";"20130101";"20151231";"Výnosy z prodaného zboží"
"057";"000100";"56";"";"056";"20120101";"20121231";" Výnosy z pronájmu (číslo účtu 603)"
"057";"000100";"56";"";"056";"10000101";"20111231";" Aktivace vnitroorganizačních služeb (číslo účtu 622)"
"057";"000100";"56";"641";"056";"20160101";"99991231";"Smluvní pokuty a úroky z prodlení"
"057";"000100";"56";"609";"056";"20130101";"20151231";"Jiné výnosy z vlastních výkonů"
"057";"000100";"57";"";"057";"20120101";"20121231";" Výnosy z prodaného zboží (číslo účtu 604)"
"057";"000100";"57";"";"057";"10000101";"20111231";" Aktivace dlouhodobého nehmotného majetku (číslo účtu 623)"
"057";"000100";"57";"642";"057";"20160101";"99991231";"Jiné pokuty a penále"
"057";"000100";"57";"641";"057";"20130101";"20151231";"Smluvní pokuty a úroky z prodlení"
"057";"000100";"58";"";"058";"10000101";"20111231";" Aktivace dlouhodobého hmotného majetku (číslo účtu 624)"
"057";"000100";"58";"642";"058";"20130101";"20151231";"Jiné pokuty a penále"
"057";"000100";"58";"643";"058";"20160101";"99991231";"Výnosy z vyřazených pohledávek"
"057";"000100";"58";"";"058";"20120101";"20121231";" Jiné výnosy z vlastních výkonů (číslo účtu 609)"
"057";"000100";"59";"643";"059";"20130101";"20151231";"Výnosy z vyřazených pohledávek"
"057";"000100";"59";"644";"059";"20160101";"99991231";"Výnosy z prodeje materiálu"
"057";"000100";"59";"";"059";"10000101";"20111231";" Smluvní pokuty a úroky z prodlení (číslo účtu 641)"
"057";"000100";"59";"";"059";"20120101";"20121231";" Smluvní pokuty a úroky z prodlení (číslo účtu 641)"
"057";"000100";"6";"504";"006";"20130101";"99991231";"Prodané zboží"
"057";"000100";"6";"";"006";"10000101";"20111231";" Prodané zboží (číslo účtu 504)"
"057";"000100";"6";"";"006";"20120101";"20121231";" Prodané zboží (číslo účtu 504)"
"057";"000100";"60";"645";"060";"20160101";"99991231";"Výnosy z prodeje dlouhodobého nehmotného majetku"
"057";"000100";"60";"644";"060";"20130101";"20151231";"Výnosy z prodeje materiálu"
"057";"000100";"60";"";"060";"10000101";"20111231";" Jiné pokuty a penále (číslo účtu 642)"
"057";"000100";"60";"";"060";"20120101";"20121231";" Jiné pokuty a penále (číslo účtu 642)"
"057";"000100";"61";"";"061";"10000101";"20111231";" Výnosy z odepsaných pohledávek (číslo účtu 643)"
"057";"000100";"61";"";"061";"20120101";"20121231";" Výnosy z vyřazených pohledávek (číslo účtu 643)"
"057";"000100";"61";"646";"061";"20160101";"99991231";"Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků"
"057";"000100";"61";"645";"061";"20130101";"20151231";"Výnosy z prodeje dlouhodobého nehmotného majetku"
"057";"000100";"62";"646";"062";"20130101";"20151231";"Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků"
"057";"000100";"62";"647";"062";"20160101";"99991231";"Výnosy z prodeje pozemků"
"057";"000100";"62";"";"062";"10000101";"20111231";" Výnosy z prodeje materiálu (číslo účtu 644)"
"057";"000100";"62";"";"062";"20120101";"20121231";" Výnosy z prodeje materiálu (číslo účtu 644)"
"057";"000100";"63";"647";"063";"20130101";"20151231";"Výnosy z prodeje pozemků"
"057";"000100";"63";"648";"063";"20160101";"99991231";"Čerpání fondů"
"057";"000100";"63";"";"063";"10000101";"20111231";" Výnosy z prodeje dlouhodobého nehmotného majetku (číslo účtu 645)"
"057";"000100";"63";"";"063";"20120101";"20121231";" Výnosy z prodeje dlouhodobého nehmotného majetku (číslo účtu 645)"
"057";"000100";"64";"";"064";"10000101";"20111231";" Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků (číslo účtu 646)"
"057";"000100";"64";"";"064";"20120101";"20121231";" Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků (číslo účtu 646)"
"057";"000100";"64";"648";"064";"20130101";"20151231";"Čerpání fondů"
"057";"000100";"64";"649";"064";"20160101";"99991231";"Ostatní výnosy z činnosti"
"057";"000100";"65";"";"065";"10000101";"20111231";" Výnosy z prodeje pozemků (číslo účtu 647)"
"057";"000100";"65";"";"065";"20120101";"20121231";" Výnosy z prodeje pozemků (číslo účtu 647)"
"057";"000100";"65";"649";"065";"20130101";"20151231";"Ostatní výnosy z činnosti"
"057";"000100";"65";"";"065";"20160101";"99991231";"Finanční výnosy (součet položek 66 až 70)"
"057";"000100";"66";"661";"066";"20160101";"99991231";"Výnosy z prodeje cenných papírů a podílů"
"057";"000100";"66";"";"066";"20130101";"20151231";"Finanční výnosy (součet položek 67 až 71)"
"057";"000100";"66";"";"066";"20120101";"20121231";" Čerpání fondů (číslo účtu 648)"
"057";"000100";"66";"";"066";"10000101";"20111231";" Čerpání fondů (číslo účtu 648)"
"057";"000100";"67";"662";"067";"20160101";"99991231";"Úroky"
"057";"000100";"67";"661";"067";"20130101";"20151231";"Výnosy z prodeje cenných papírů a podílů"
"057";"000100";"67";"";"067";"20120101";"20121231";" Ostatní výnosy z činnosti (číslo účtu 649)"
"057";"000100";"67";"";"067";"10000101";"20111231";" Ostatní výnosy z činnosti (číslo účtu 649)"
"057";"000100";"68";"663";"068";"20160101";"99991231";"Kurzové zisky"
"057";"000100";"68";"662";"068";"20130101";"20151231";"Úroky"
"057";"000100";"68";"";"068";"20120101";"20121231";" Finanční výnosy"
"057";"000100";"68";"";"068";"10000101";"20111231";" Finanční výnosy"
"057";"000100";"69";"664";"069";"20160101";"99991231";"Výnosy z přecenění reálnou hodnotou"
"057";"000100";"69";"663";"069";"20130101";"20151231";"Kurzové zisky"
"057";"000100";"69";"";"069";"10000101";"20111231";" v tom: Úroky (číslo účtu 662)"
"057";"000100";"69";"";"069";"20120101";"20121231";" v tom: Výnosy z prodeje cenných papítů a podílů (číslo účtu 661)"
"057";"000100";"7";"";"007";"10000101";"20111231";" Opravy a udržování (číslo účtu 511)"
"057";"000100";"7";"";"007";"20120101";"20121231";" Aktivace dlouhodobého majetku (číslo účtu 506)"
"057";"000100";"7";"506";"007";"20130101";"99991231";"Aktivace dlouhodobého majetku"
"057";"000100";"70";"669";"070";"20160101";"99991231";"Ostatní finanční výnosy"
"057";"000100";"70";"664";"070";"20130101";"20151231";"Výnosy z přecenění reálnou hodnotou"
"057";"000100";"70";"";"070";"10000101";"20111231";" Kurzové zisky (číslo účtu 663)"
"057";"000100";"70";"";"070";"20120101";"20121231";" Úroky (číslo účtu 662)"
"057";"000100";"71";"";"071";"20120101";"20121231";" Kurzové zisky (číslo účtu 663)"
"057";"000100";"71";"";"071";"10000101";"20111231";" Výnosy z přecenění reálnou hodnotou (číslo účtu 664)"
"057";"000100";"71";"";"071";"20160101";"99991231";"Výnosy z transferů (součet položek 72)"
"057";"000100";"71";"669";"071";"20130101";"20151231";"Ostatní finanční výnosy"
"057";"000100";"72";"671";"072";"20160101";"99991231";"Výnosy vybraných ústředních vládních institucí z transferů"
"057";"000100";"72";"";"072";"10000101";"20111231";" Ostatní finanční výnosy (číslo účtu 669)"
"057";"000100";"72";"";"072";"20120101";"20121231";" Výnosy z přecenění reálnou hodnotou (číslo účtu 664)"
"057";"000100";"72";"";"072";"20130101";"20151231";"Výnosy z transferů (součet položek 73 a 74)"
"057";"000100";"73";"";"073";"20120101";"20121231";" Ostatní finanční výnosy (číslo účtu 669)"
"057";"000100";"73";"";"073";"10000101";"20111231";" Výnosy z transferů"
"057";"000100";"73";"";"073";"20160101";"99991231";"VÝSLEDEK HOSPODAŘENÍ před zdaněním (položka 49 - 2 - 38 - 44)"
"057";"000100";"73";"671";"073";"20130101";"20151231";"Výnosy vybraných ústředních vládních institucí z transferů"
"057";"000100";"74";"";"074";"20120101";"20121231";" Výnosy z transferů"
"057";"000100";"74";"";"074";"20160101";"99991231";"VÝSLEDEK HOSPODAŘENÍ po zdaněním (položka 49 - 1)"
"057";"000100";"74";"672";"074";"20130101";"20151231";"Výnosy vybraných místních vládních institucí z transferů"
"057";"000100";"74";"";"074";"10000101";"20111231";" v tom: Výnosy ústředních rozpočtů z transferů (číslo účtu 671)"
"057";"000100";"75";"";"075";"20130101";"20151231";"Výsledek hospodaření před zdaněním (položka 50 - 2 - 38 - 44)"
"057";"000100";"75";"";"075";"20120101";"20121231";" v tom: Výnosy vybraných ústředních vládních institucí z transferů (číslo účtu 671)"
"057";"000100";"76";"";"076";"20130101";"20151231";" Výsledek hospodaření po zdaněním (položka 50 - 1)"
"057";"000100";"76";"";"076";"20120101";"20121231";" Výnosy vybraných místních vládních institucí z transferů (číslo účtu 672)"
"057";"000100";"77";"";"077";"10000101";"20111231";" Výnosy územních rozpočtů z transferů (číslo účtu 672)"
"057";"000100";"77";"";"077";"20120101";"20121231";"Výsledek hospodaření před zdaněním (ř. 52 - 2 -40 - 46)"
"057";"000100";"78";"";"078";"10000101";"20111231";"Výsledek hospodaření před zdaněním (ř. 44 - 1)"
"057";"000100";"78";"";"078";"20120101";"20121231";"Výsledek hospodaření po zdanění (ř. 52 - 1)"
"057";"000100";"79";"";"079";"10000101";"20111231";"Daň z příjmů (číslo účtu 591)"
"057";"000100";"8";"507";"008";"20130101";"99991231";"Aktivace oběžného majetku"
"057";"000100";"8";"";"008";"20120101";"20121231";" Aktivace oběžného majetku (číslo účtu 507)"
"057";"000100";"8";"";"008";"10000101";"20111231";" Cestovné (číslo účtu 512)"
"057";"000100";"80";"";"080";"10000101";"20111231";"Dodatečné odvody daně z příjmů (číslo účtu 595)"
"057";"000100";"81";"";"081";"10000101";"20111231";"Výsledek hospodaření po zdanění (ř. 78 - 79 - 80)"
"057";"000100";"9";"";"009";"10000101";"20111231";" Náklady na reprezentaci (číslo účtu 513)"
"057";"000100";"9";"";"009";"20120101";"20121231";" Změna stavu zásob vlastní výroby (číslo účtu 508)"
"057";"000100";"9";"508";"009";"20130101";"99991231";"Změna stavu zásob vlastní výroby"
"057";"000200";"100";"";"100";"20160101";"99991231";"Přepočtený počet zaměstnanců v pracovním poměru vyjma zaměstnanců na služebních místech"
"057";"000200";"101";"";"101";"20160101";"99991231";"Přepočtený počet zaměstnanců na služebních místech podle zákona o státní službě"
"057";"000200";"102";"";"102";"20160101";"99991231";"Průměrný měsíční plat (mzda) zaměstnanců v pracovním poměru vyjma zaměstnanců na služebních místech"
"057";"000200";"103";"";"103";"20160101";"99991231";"Průměrný měsíční plat (mzda) zaměstnanců na služebních místech podle zákona o státní službě"
"057";"000200";"75";"";"075";"20160101";"99991231";"Platy zaměstnanců v pracovním poměru vyjma zaměstnanců na služebních místech"
"057";"000200";"76";"";"076";"20160101";"99991231";"Platy zaměstnanců na služebních místech podle zákona o státní službě"
"057";"000200";"77";"";"077";"20130101";"20151231";"Platy zaměstnanců"
"057";"000200";"77";"";"077";"20160101";"99991231";"Ostatní osobní náklady"
"057";"000200";"78";"";"078";"20130101";"20151231";"Ostatní osobní náklady"
"057";"000200";"78";"";"078";"20160101";"99991231";"Náhrady v době dočasné pracovní neschopnosti"
"057";"000200";"79";"";"079";"20160101";"99991231";"Povinné pojistné placené zaměstnavatelem 1)"
"057";"000200";"79";"";"079";"20120101";"20121231";"Příspěvek na provoz od zřizovatele"
"057";"000200";"79";"";"079";"20130101";"20151231";"Příspěvek na provoz od zřizovatele"
"057";"000200";"80";"";"080";"20130101";"20151231";"Individuální a systémové dotace na financování programů a akcí od zřizovatele"
"057";"000200";"80";"";"080";"20160101";"99991231";"Převod fondu kulturních a sociálních potřeb"
"057";"000200";"80";"";"080";"20120101";"20121231";"Individuální a systémové dotace na financování programů a akcí od zřizovatele 1)"
"057";"000200";"81";"";"081";"20160101";"99991231";"Příspěvek na provoz od zřizovatele"
"057";"000200";"81";"";"081";"20120101";"20121231";"Dotace na výzkum, vývoj a inovace od poskytovatelů jiných než od zřizovatele"
"057";"000200";"81";"";"081";"20130101";"20151231";"Dotace na výzkum, vývoj a inovace od poskytovatelů jiných než od zřizovatele"
"057";"000200";"82";"";"082";"20160101";"99991231";"Individuální a systémové dotace na financování programů a akcí od zřizovatele 2)"
"057";"000200";"82";"";"082";"10000101";"20111231";"Příspěvek na provoz od zřizovatele"
"057";"000200";"82";"";"082";"20120101";"20121231";"Dotace na úhradu provozních výdajů, které mají být kryty z rozpočtu Evropské unie včetně stanoveného podílu státního rozpočtu na financování těchto výdajů"
"057";"000200";"82";"";"082";"20130101";"20151231";"Dotace na úhradu provozních výdajů, které mají být kryty z rozpočtu Evropské unie včetně stanoveného podílu státního rozpočtu na financování těchto výdajů"
"057";"000200";"83";"";"083";"10000101";"20111231";"Individuální a systémové dotace na financování programů a akcí od zřizovatele 1)"
"057";"000200";"83";"";"083";"20120101";"20121231";"Dotace na úhradu provozních výdajů podle mezinárodních smluv, na základě kterých jsou České republice svěřeny peněžní prostředky z finančních mechanismů"
"057";"000200";"83";"";"083";"20130101";"20151231";"Dotace na úhradu provozních výdajů podle mezinárodních smluv, na základě kterých jsou České republice svěřeny peněžní prostředky z finančních mechanismů"
"057";"000200";"83";"";"083";"20160101";"99991231";"Dotace ze státního rozpočtu na výzkum, vývoj a inovace od zřizovatele 3)"
"057";"000200";"84";"";"084";"20160101";"99991231";"v tom: institucionální podpora"
"057";"000200";"84";"";"084";"20130101";"20151231";"Ostatní příspěvky a dotace"
"057";"000200";"84";"";"084";"10000101";"20111231";"Dotace na výzkum, vývoj a inovace od poskytovatelů jiných než od zřizovatele"
"057";"000200";"84";"";"084";"20120101";"20121231";"Ostatní příspěvky a dotace 2)"
